Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBand,SalaryBand,tenure_risk_score,overtime_flag,salary_gap,manager_tenure_ratio,RecruitmentCost,TrainingCost,ProductivityLoss,TotalAttritionCost,Attrition_Probability,Risk_Level
42,0,2,1332,1,2,4,4,1,477,1,1,98,2,2,0,4,2,6781,17078,3,0,0,23,4,2,80,0,14,6,3,1,0,0,0,0,2,1,0,-30.0,0.0,6781,13562,10171.5,30514.5,0.20865583604791912,Low Risk
21,1,1,756,2,1,1,5,1,478,1,0,99,2,1,8,2,2,2174,9150,1,0,1,11,3,3,80,0,3,3,3,3,2,1,2,2,3,0,1,-405.0,0.5,2174,4348,3261.0,9783.0,0.8350699465527386,High Risk
36,0,0,845,2,1,5,3,1,479,4,0,45,3,2,7,4,2,6653,15276,4,0,0,15,3,2,80,0,7,6,3,1,0,0,0,0,2,1,0,422.0,0.0,6653,13306,9979.5,29938.5,0.4753623231572781,Medium Risk
36,0,1,541,2,3,4,3,1,481,1,1,48,2,3,7,4,1,9699,7246,4,0,0,11,3,1,80,1,16,2,3,13,9,1,12,1,2,0,0,3468.0,0.8571428571428571,9699,19398,14548.5,43645.5,0.2792851054940663,Low Risk
57,0,2,593,1,1,4,3,1,482,4,1,88,3,2,0,3,1,6755,2967,2,0,0,11,3,3,80,0,15,2,3,3,2,1,2,2,2,0,0,-56.0,0.5,6755,13510,10132.5,30397.5,0.04946812932758036,Low Risk
40,0,2,1171,1,10,4,1,1,483,4,0,46,4,1,2,3,1,2213,22495,3,0,1,13,3,3,80,1,10,3,3,7,7,1,7,3,3,0,1,-673.0,0.875,2213,4426,3319.5,9958.5,0.13375214270049982,Low Risk
21,0,0,895,2,9,2,3,1,484,1,1,39,3,1,8,4,2,2610,2851,1,0,0,24,4,3,80,0,3,3,2,3,2,2,2,2,3,0,0,31.0,0.5,2610,5220,3915.0,11745.0,0.833514180160697,High Risk
33,1,2,350,2,5,3,2,1,485,4,0,34,3,1,8,3,2,2851,9150,1,0,1,13,3,2,80,0,1,2,3,1,0,0,0,0,3,1,1,272.0,0.0,2851,5702,4276.5,12829.5,0.81372009154866,High Risk
37,0,2,921,1,10,3,3,1,486,3,0,98,3,1,2,1,1,3452,17663,6,0,0,20,4,2,80,1,17,3,3,5,4,0,3,2,1,0,0,566.0,0.5,3452,6904,5178.0,15534.0,0.3073458743713613,Low Risk
46,0,0,1144,1,7,4,3,1,487,3,0,30,3,2,4,3,1,5258,16044,2,0,0,14,3,3,80,0,7,2,4,1,0,0,0,0,1,1,0,-1189.0,0.0,5258,10516,7887.0,23661.0,0.23217337395347473,Low Risk
41,1,1,143,2,4,3,2,1,488,1,1,56,3,2,7,2,2,9355,9558,1,0,0,18,3,3,80,0,8,5,3,8,7,7,7,3,2,0,0,3124.0,0.7777777777777778,9355,18710,14032.5,42097.5,0.6501586629206575,Medium Risk
50,0,2,1046,1,10,3,5,1,491,4,1,100,2,3,0,4,2,10496,2755,6,0,0,15,3,4,80,0,20,2,3,4,3,1,3,2,0,0,0,3685.0,0.6,10496,20992,15744.0,47232.0,0.11367381874535185,Low Risk
40,1,2,575,2,22,2,2,1,492,3,1,68,2,2,7,3,1,6380,6110,2,0,1,12,3,1,80,2,8,6,3,6,4,1,0,3,2,0,1,149.0,0.0,6380,12760,9570.0,28710.0,0.4960288314495003,Medium Risk
31,0,2,408,1,9,4,1,1,493,3,1,42,2,1,6,2,2,2657,7551,0,0,1,16,3,4,80,0,3,5,3,2,2,2,2,0,3,0,1,-230.5,0.6666666666666666,2657,5314,3985.5,11956.5,0.7527926752795406,High Risk
21,1,2,156,2,12,3,1,1,494,3,0,90,4,1,8,2,2,2716,25422,1,0,0,15,3,4,80,0,1,0,3,1,0,0,0,0,3,1,0,137.0,0.0,2716,5432,4074.0,12222.0,0.8803602030841177,High Risk
29,0,2,1283,1,23,3,1,1,495,4,1,54,3,1,6,4,2,2201,18168,9,0,0,16,3,4,80,0,6,4,3,3,2,1,2,2,3,0,0,-686.5,0.5,2201,4402,3301.5,9904.5,0.8130271234911366,High Risk
35,0,2,755,1,9,4,1,1,496,3,1,97,2,2,0,2,2,6540,19394,9,0,0,19,3,3,80,0,10,5,3,1,1,0,0,0,2,1,0,-271.0,0.0,6540,13080,9810.0,29430.0,0.7304007291730884,High Risk
27,0,2,1469,1,1,2,3,1,497,4,1,82,3,1,2,2,0,3816,17881,1,0,0,11,3,2,80,1,5,2,3,5,2,0,4,2,1,0,0,930.0,0.6666666666666666,3816,7632,5724.0,17172.0,0.21563581671453885,Low Risk
28,0,2,304,2,9,4,1,1,498,2,1,92,3,2,7,4,2,5253,20750,1,0,0,16,3,4,80,0,7,1,3,7,5,0,7,3,1,0,0,-978.0,0.875,5253,10506,7879.5,23638.5,0.28088517098367327,Low Risk
49,0,2,1261,1,7,3,4,1,499,2,1,31,2,3,0,3,2,10965,12066,8,0,0,24,4,3,80,0,26,2,3,5,2,0,0,2,0,0,0,4154.0,0.0,10965,21930,16447.5,49342.5,0.33437374372001283,Low Risk
51,0,2,1178,2,14,2,1,1,500,3,0,87,3,2,7,4,1,4936,14862,4,0,0,11,3,3,80,1,18,2,2,7,7,0,7,3,1,0,0,-1295.0,0.875,4936,9872,7404.0,22212.0,0.03568656344898586,Low Risk
36,0,2,329,1,2,3,1,1,501,4,0,96,3,1,6,3,1,2543,11868,4,0,0,13,3,2,80,1,6,3,3,2,2,2,2,0,3,0,0,-344.5,0.6666666666666666,2543,5086,3814.5,11443.5,0.5393948249723122,Medium Risk
34,1,0,1362,2,19,3,2,1,502,1,1,67,4,2,7,4,2,5304,4652,8,0,1,13,3,2,80,0,9,3,2,5,2,0,4,2,1,0,1,-927.0,0.6666666666666666,5304,10608,7956.0,23868.0,0.7414741288059641,High Risk
55,0,2,1311,1,2,3,1,1,505,3,0,97,3,4,3,4,2,16659,23258,2,0,1,13,3,3,80,0,30,2,3,5,4,1,2,2,0,0,1,-795.5,0.3333333333333333,16659,33318,24988.5,74965.5,0.01195724704672928,Low Risk
24,0,2,1371,2,10,4,2,1,507,4,0,77,3,2,7,3,0,4260,5915,1,0,1,12,3,4,80,1,5,2,4,5,2,0,3,2,1,0,1,-1971.0,0.5,4260,8520,6390.0,19170.0,0.272869644825035,Low Risk
30,0,2,202,2,2,1,5,1,508,3,1,72,3,1,8,2,1,2476,17434,1,0,0,18,3,1,80,1,1,3,3,1,0,0,0,0,3,1,0,-103.0,0.0,2476,4952,3714.0,11142.0,0.7431002690087145,High Risk
26,1,1,575,1,3,1,5,1,510,3,1,73,3,1,6,1,2,3102,6582,0,0,0,22,4,3,80,0,7,2,3,6,4,0,4,3,1,0,0,214.5,0.5714285714285714,3102,6204,4653.0,13959.0,0.40798896046861144,Medium Risk
22,0,2,253,1,11,3,3,1,511,1,0,43,3,1,6,2,1,2244,24440,1,0,0,13,3,4,80,1,2,1,3,2,1,1,2,0,3,0,0,-643.5,0.6666666666666666,2244,4488,3366.0,10098.0,0.8450733493424161,High Risk
36,0,2,164,2,2,2,3,1,513,2,1,61,2,3,7,3,1,7596,3809,1,0,0,13,3,2,80,2,10,2,3,10,9,9,0,3,2,0,0,1365.0,0.0,7596,15192,11394.0,34182.0,0.770763609659016,High Risk
30,1,1,464,1,4,3,5,1,514,3,1,40,3,1,6,4,2,2285,3427,9,0,1,23,4,3,80,0,3,4,3,1,0,0,0,0,3,1,1,-602.5,0.0,2285,4570,3427.5,10282.5,0.9310760551333185,High Risk
37,0,2,1107,1,14,3,1,1,515,4,0,95,3,1,2,1,0,3034,26914,1,0,0,12,3,3,80,1,18,2,2,18,7,12,17,1,1,0,0,148.0,0.8947368421052632,3034,6068,4551.0,13653.0,0.2731587640032445,Low Risk
40,0,2,759,2,2,2,2,1,516,4,0,46,3,2,7,2,0,5715,22553,7,0,0,12,3,3,80,2,8,5,3,5,4,1,3,2,1,0,0,-516.0,0.5,5715,11430,8572.5,25717.5,0.34043233013550384,Low Risk
42,0,2,201,1,1,4,1,1,517,2,0,95,3,1,2,1,0,2576,20490,3,0,0,16,3,2,80,1,8,5,3,5,2,1,2,2,3,0,0,-310.0,0.3333333333333333,2576,5152,3864.0,11592.0,0.3962328583782654,Low Risk
37,0,2,1305,1,10,4,1,1,518,3,1,49,3,2,4,2,2,4197,21123,2,0,1,12,3,4,80,0,18,2,2,1,0,0,1,0,1,1,1,-2250.0,0.5,4197,8394,6295.5,18886.5,0.2893940904587013,Low Risk
43,0,2,982,1,12,3,1,1,520,1,1,59,2,4,5,2,0,14336,4345,1,0,0,11,3,3,80,1,25,3,3,25,10,3,9,1,0,0,0,-2174.0,0.3461538461538461,14336,28672,21504.0,64512.0,0.0527384018867469,Low Risk
40,0,2,555,1,2,3,3,1,521,2,0,78,2,2,2,3,1,3448,13436,6,0,0,22,4,2,80,1,20,3,3,1,0,0,0,0,1,1,0,562.0,0.0,3448,6896,5172.0,15516.0,0.4198219913474086,Medium Risk
54,0,2,821,1,5,2,3,1,522,1,1,86,3,5,5,1,1,19406,8509,4,0,0,11,3,3,80,1,24,4,2,4,2,1,2,2,0,0,0,2896.0,0.4,19406,38812,29109.0,87327.0,0.09447428745404375,Low Risk
34,0,0,1381,2,4,4,2,1,523,3,0,72,3,2,7,3,1,6538,12740,9,0,0,15,3,1,80,1,6,3,3,3,2,1,2,2,2,0,0,307.0,0.5,6538,13076,9807.0,29421.0,0.6974453220308859,Medium Risk
31,0,2,480,1,7,2,3,1,524,2,0,31,3,2,4,1,1,4306,4156,1,0,0,12,3,2,80,1,13,5,1,13,10,3,12,1,1,0,0,-2141.0,0.8571428571428571,4306,8612,6459.0,19377.0,0.19473803337022655,Low Risk
43,0,1,313,1,21,3,3,1,525,4,1,61,3,1,2,4,1,2258,15238,7,0,0,20,4,1,80,1,8,1,3,3,2,1,2,2,3,0,0,-628.0,0.5,2258,4516,3387.0,10161.0,0.5997403866551588,Medium Risk
43,0,2,1473,1,8,4,4,1,526,3,0,74,3,2,0,3,0,4522,2227,4,0,1,14,3,4,80,0,8,3,3,5,2,0,2,2,1,0,1,-2289.0,0.3333333333333333,4522,9044,6783.0,20349.0,0.15766612885547668,Low Risk
25,0,2,891,2,4,2,1,1,527,2,0,99,2,2,7,4,2,4487,12090,1,0,1,11,3,2,80,0,5,3,3,5,4,1,3,2,1,0,1,-1744.0,0.5,4487,8974,6730.5,20191.5,0.5277489816756088,Medium Risk
37,0,0,1063,1,25,5,3,1,529,2,0,72,3,2,6,3,1,4449,23866,3,0,1,15,3,1,80,2,15,2,3,13,11,10,7,1,1,0,1,1561.5,0.5,4449,8898,6673.5,20020.5,0.7236808523239932,High Risk
31,0,2,329,1,1,2,1,1,530,4,1,98,2,1,2,1,1,2218,16193,1,0,0,12,3,3,80,1,4,3,3,4,2,3,2,2,3,0,0,-668.0,0.4,2218,4436,3327.0,9981.0,0.5610505569460357,Medium Risk
39,0,1,1218,1,1,1,1,1,531,2,1,52,3,5,3,3,0,19197,8213,1,0,1,14,3,3,80,1,21,3,3,21,8,1,6,1,0,0,1,1742.5,0.2727272727272727,19197,38394,28795.5,86386.5,0.06553173051933193,Low Risk
56,0,1,906,2,6,3,1,1,532,3,0,86,4,4,7,1,1,13212,18256,9,0,0,11,3,4,80,3,36,0,2,7,7,7,7,3,0,0,0,6981.0,0.875,13212,26424,19818.0,59454.0,0.1964993149988419,Low Risk
30,0,2,1082,2,12,3,5,1,533,2,0,83,3,2,7,3,2,6577,19558,0,0,0,11,3,2,80,0,6,6,3,5,4,4,4,2,2,0,0,346.0,0.6666666666666666,6577,13154,9865.5,29596.5,0.4754226385647651,Medium Risk
41,0,2,645,2,1,3,2,1,534,2,1,49,4,3,7,1,1,8392,19566,1,0,0,16,3,3,80,1,10,2,3,10,7,0,7,3,2,0,0,2161.0,0.6363636363636364,8392,16784,12588.0,37764.0,0.18043543626498199,Low Risk
28,0,2,1300,1,17,2,3,1,536,3,1,79,3,2,2,1,0,4558,13535,1,0,0,12,3,4,80,1,10,2,3,10,0,1,8,3,1,0,0,1672.0,0.7272727272727273,4558,9116,6837.0,20511.0,0.3036889841618715,Low Risk
25,1,2,688,1,3,3,3,1,538,1,1,91,3,1,2,1,1,4031,9396,5,0,0,13,3,3,80,1,6,5,3,2,2,0,2,0,1,0,0,1145.0,0.6666666666666666,4031,8062,6046.5,18139.5,0.7214098402134144,High Risk
52,0,2,319,1,3,3,3,1,543,4,1,39,2,3,4,3,1,7969,19609,2,0,1,14,3,3,80,0,28,4,3,5,4,0,4,2,2,0,1,1522.0,0.6666666666666666,7969,15938,11953.5,35860.5,0.0536127770031106,Low Risk
45,0,2,192,1,10,2,1,1,544,1,1,69,3,1,6,4,1,2654,9655,3,0,0,21,4,4,80,2,8,3,2,2,2,0,2,0,3,0,0,-233.5,0.6666666666666666,2654,5308,3981.0,11943.0,0.386292553830976,Low Risk
52,0,2,1490,1,4,2,1,1,546,4,0,30,3,4,3,4,1,16555,10310,2,0,0,13,3,4,80,0,31,2,1,5,2,1,4,2,0,0,0,-899.5,0.6666666666666666,16555,33110,24832.5,74497.5,0.00915360920701845,Low Risk
42,0,1,532,1,29,2,1,1,547,1,0,92,3,2,6,3,0,4556,12932,2,0,0,11,3,2,80,1,19,3,3,5,4,0,2,2,1,0,0,1668.5,0.3333333333333333,4556,9112,6834.0,20502.0,0.25684943862345766,Low Risk
30,0,2,317,1,2,3,1,1,548,3,0,43,1,2,4,4,2,6091,24793,2,0,0,20,4,3,80,0,11,2,3,5,4,0,2,2,2,0,0,-356.0,0.3333333333333333,6091,12182,9136.5,27409.5,0.42430766739150727,Medium Risk
60,0,2,422,1,7,3,1,1,549,1,0,41,3,5,3,1,1,19566,3854,5,0,0,11,3,4,80,0,33,5,1,29,8,11,10,1,0,0,0,2111.5,0.3333333333333333,19566,39132,29349.0,88047.0,0.34005173692878615,Low Risk
46,0,2,1485,1,18,3,3,1,550,3,0,87,3,2,4,3,0,4810,26314,2,0,0,14,3,3,80,1,19,5,2,10,7,0,8,3,1,0,0,-1637.0,0.7272727272727273,4810,9620,7215.0,21645.0,0.01687561449156119,Low Risk
42,0,1,1368,1,28,4,5,1,551,4,0,88,2,2,0,4,1,4523,4386,0,0,0,11,3,4,80,3,7,4,4,6,5,0,4,3,1,0,0,-2288.0,0.5714285714285714,4523,9046,6784.5,20353.5,0.022984758229096618,Low Risk
24,1,2,1448,2,1,1,5,1,554,1,0,62,3,1,8,2,2,3202,21972,1,0,1,16,3,2,80,0,6,4,3,5,3,1,4,2,1,0,1,623.0,0.6666666666666666,3202,6404,4803.0,14409.0,0.6654726225317339,Medium Risk
34,1,1,296,2,6,2,2,1,555,4,0,33,1,1,8,3,0,2351,12253,0,0,0,16,3,4,80,1,3,3,2,2,2,1,0,0,3,0,0,-228.0,0.0,2351,4702,3526.5,10579.5,0.5802543774269724,Medium Risk
38,0,1,1490,1,2,2,1,1,556,4,1,42,3,1,2,4,1,1702,12106,1,0,1,23,4,3,80,1,1,3,3,1,0,0,0,0,3,1,1,-1184.0,0.0,1702,3404,2553.0,7659.0,0.33653925693880715,Low Risk
40,0,2,1398,2,2,4,1,1,558,3,0,79,3,5,3,3,1,18041,13022,0,0,0,14,3,4,80,0,21,2,3,20,15,1,12,1,0,0,0,586.5,0.5714285714285714,18041,36082,27061.5,81184.5,0.007648720091287683,Low Risk
26,0,2,1349,1,23,3,1,1,560,1,0,90,3,1,6,4,0,2886,3032,1,0,0,22,4,2,80,2,3,3,1,3,2,0,2,2,3,0,0,-1.5,0.5,2886,5772,4329.0,12987.0,0.5289279254088187,Medium Risk
30,0,0,1400,1,3,3,1,1,562,3,1,53,3,1,2,4,1,2097,16734,4,0,0,15,3,3,80,1,9,3,1,5,3,1,4,2,3,0,0,-789.0,0.6666666666666666,2097,4194,3145.5,9436.5,0.33803224523201014,Low Risk
29,0,2,986,1,3,4,3,1,564,2,1,93,2,3,5,3,1,11935,21526,1,0,0,18,3,3,80,0,10,2,3,10,2,0,7,3,0,0,0,-4575.0,0.6363636363636364,11935,23870,17902.5,53707.5,0.08655266828215377,Low Risk
29,1,2,408,1,25,5,5,1,565,3,0,71,2,1,6,2,1,2546,18300,5,0,0,16,3,2,80,0,6,2,4,2,2,1,1,0,3,0,0,-341.5,0.3333333333333333,2546,5092,3819.0,11457.0,0.8698739527017374,High Risk
19,1,2,489,0,2,2,5,1,566,1,1,52,2,1,1,4,2,2564,18437,1,0,0,12,3,3,80,0,1,3,4,1,0,0,0,0,3,1,0,-529.0,0.0,2564,5128,3846.0,11538.0,0.793296424570024,High Risk
30,0,0,1398,2,22,4,4,1,567,3,0,69,3,3,7,1,1,8412,2890,0,0,0,11,3,3,80,0,10,3,3,9,8,7,8,3,2,0,0,2181.0,0.8,8412,16824,12618.0,37854.0,0.49560946892181856,Medium Risk
57,0,2,210,2,29,3,2,1,568,1,1,56,2,4,3,4,0,14118,22102,3,0,0,12,3,3,80,1,32,3,2,1,0,0,0,0,0,1,0,-3336.5,0.0,14118,28236,21177.0,63531.0,0.043636359762231965,Low Risk
50,0,2,1099,1,29,4,1,1,569,2,1,88,2,4,3,3,1,17046,9314,0,0,0,15,3,2,80,1,28,2,3,27,10,15,7,1,0,0,0,-408.5,0.25,17046,34092,25569.0,76707.0,0.3231806466512331,Low Risk
30,0,0,1116,1,2,3,3,1,571,3,0,49,3,1,2,4,2,2564,7181,0,0,0,14,3,3,80,0,12,2,2,11,7,6,7,1,3,0,0,-322.0,0.5833333333333334,2564,5128,3846.0,11538.0,0.3536363423706215,Low Risk
60,0,1,1499,2,28,3,2,1,573,3,0,80,2,3,7,1,1,10266,2845,4,0,0,19,3,4,80,0,22,5,4,18,13,13,11,1,0,0,0,4035.0,0.5789473684210527,10266,20532,15399.0,46197.0,0.33802124707229947,Low Risk
47,0,2,983,1,2,2,3,1,574,1,0,65,3,2,4,4,0,5070,7389,5,0,0,13,3,3,80,3,20,2,3,5,0,0,4,2,1,0,0,-1377.0,0.6666666666666666,5070,10140,7605.0,22815.0,0.070867167577311,Low Risk
46,0,2,1009,1,2,3,1,1,575,1,1,51,3,4,5,3,1,17861,2288,6,0,0,13,3,3,80,0,26,2,1,3,2,0,1,2,0,0,0,1351.0,0.25,17861,35722,26791.5,80374.5,0.15696381407897475,Low Risk
35,0,2,144,1,22,3,1,1,577,4,1,46,1,1,2,3,2,4230,19225,0,0,0,15,3,3,80,0,6,2,3,5,4,4,3,2,1,0,0,1344.0,0.5,4230,8460,6345.0,19035.0,0.669045960450964,Medium Risk
54,0,2,548,1,8,4,1,1,578,3,0,42,3,2,2,3,2,3780,23428,7,0,0,11,3,3,80,0,19,3,3,1,0,0,0,0,1,1,0,894.0,0.0,3780,7560,5670.0,17010.0,0.37495274987853483,Low Risk
34,0,2,1303,1,2,4,1,1,579,4,1,62,2,1,6,3,0,2768,8416,3,0,0,12,3,3,80,1,14,3,3,7,3,5,7,3,3,0,0,-119.5,0.875,2768,5536,4152.0,12456.0,0.27878558417645494,Low Risk
46,0,2,1125,2,10,3,2,1,580,3,0,94,2,3,7,4,1,9071,11563,2,0,1,19,3,3,80,1,15,3,3,3,2,1,2,2,2,0,1,2840.0,0.5,9071,18142,13606.5,40819.5,0.2059697891861447,Low Risk
31,0,2,1274,1,9,1,1,1,581,3,1,33,3,3,4,2,0,10648,14394,1,0,0,25,4,4,80,1,13,6,4,13,8,0,8,1,0,0,0,4201.0,0.5714285714285714,10648,21296,15972.0,47916.0,0.10859027123018404,Low Risk
33,1,2,1277,1,15,1,3,1,582,2,1,56,3,3,3,3,1,13610,24619,7,0,1,12,3,4,80,0,15,2,4,7,6,7,7,3,0,0,1,-3844.5,0.875,13610,27220,20415.0,61245.0,0.42098105350526294,Medium Risk
33,1,2,587,1,10,1,3,1,584,1,1,38,1,1,2,4,0,3408,6705,7,0,0,13,3,1,80,3,8,2,3,4,3,1,3,2,1,0,0,522.0,0.6,3408,6816,5112.0,15336.0,0.6893426733115193,Medium Risk
30,0,2,413,2,7,1,2,1,585,4,1,57,3,1,8,2,2,2983,18398,0,0,0,14,3,1,80,0,4,3,3,3,2,1,2,2,3,0,0,404.0,0.5,2983,5966,4474.5,13423.5,0.6508507557514622,Medium Risk
35,0,2,1276,1,16,3,1,1,586,4,1,72,3,3,0,3,1,7632,14295,4,0,1,12,3,3,80,0,10,2,3,8,7,0,0,3,2,0,1,821.0,0.0,7632,15264,11448.0,34344.0,0.3721457876060472,Low Risk
31,1,1,534,1,20,3,1,1,587,1,1,66,3,3,0,3,1,9824,22908,3,0,0,12,3,1,80,0,12,2,3,1,0,0,0,0,2,1,0,3013.0,0.0,9824,19648,14736.0,44208.0,0.7501716361770056,High Risk
34,1,1,988,0,23,3,0,1,590,2,0,43,3,3,1,1,0,9950,11533,9,0,1,15,3,3,80,3,11,2,3,3,2,0,2,2,2,0,1,6857.0,0.5,9950,19900,14925.0,44775.0,0.8762605831858667,High Risk
42,0,1,1474,1,5,2,4,1,591,2,1,97,3,1,2,3,1,2093,9260,4,0,0,17,3,4,80,1,8,4,3,2,2,2,0,0,3,0,0,-793.0,0.0,2093,4186,3139.5,9418.5,0.32835381252494267,Low Risk
36,0,0,635,2,10,4,3,1,592,2,1,32,3,3,7,4,2,9980,15318,1,0,0,14,3,4,80,0,10,3,2,10,3,9,7,3,2,0,0,3749.0,0.6363636363636364,9980,19960,14970.0,44910.0,0.7814979925140493,High Risk
22,1,1,1368,1,4,1,5,1,593,3,1,99,2,1,2,3,2,3894,9129,5,0,0,16,3,3,80,0,4,3,3,2,2,1,2,0,1,0,0,1008.0,0.6666666666666666,3894,7788,5841.0,17523.0,0.706439945423763,High Risk
48,0,2,163,2,2,5,2,1,595,2,0,37,3,2,7,4,1,4051,19658,2,0,0,14,3,1,80,1,14,2,3,9,7,6,7,3,1,0,0,-2180.0,0.7,4051,8102,6076.5,18229.5,0.21429655677538265,Low Risk
55,0,2,1117,2,18,5,1,1,597,1,0,83,3,4,3,2,2,16835,9873,3,0,0,23,4,4,80,0,37,2,3,10,9,7,7,3,0,0,0,-619.5,0.6363636363636364,16835,33670,25252.5,75757.5,0.03403608535006948,Low Risk
41,0,0,267,2,10,2,1,1,599,4,1,56,3,2,7,4,2,6230,13430,7,0,0,14,3,4,80,0,16,3,3,14,3,1,10,1,2,0,0,-1.0,0.6666666666666666,6230,12460,9345.0,28035.0,0.3627707210672507,Low Risk
35,0,2,619,2,1,3,2,1,600,2,1,85,3,2,7,3,1,4717,18659,9,0,0,11,3,3,80,0,15,2,3,11,9,6,9,1,1,0,0,-1514.0,0.75,4717,9434,7075.5,21226.5,0.6312905882485524,Medium Risk
40,0,2,302,1,6,3,1,1,601,2,0,75,3,4,4,3,2,13237,20364,7,0,0,15,3,3,80,0,22,3,3,20,6,5,13,1,0,0,0,6790.0,0.6190476190476191,13237,26474,19855.5,59566.5,0.6027432919751937,Medium Risk
39,0,1,443,1,8,1,1,1,602,3,0,48,3,1,2,3,1,3755,17872,1,0,0,11,3,1,80,1,8,3,3,8,3,0,7,3,1,0,0,869.0,0.7777777777777778,3755,7510,5632.5,16897.5,0.18892008727617338,Low Risk
31,0,2,828,2,2,1,1,1,604,2,1,77,3,2,7,4,2,6582,8346,4,0,1,13,3,3,80,0,10,2,4,6,5,0,5,3,2,0,1,351.0,0.7142857142857143,6582,13164,9873.0,29619.0,0.43630254197122265,Medium Risk
42,0,2,319,1,24,3,3,1,605,4,1,56,3,3,4,1,1,7406,6950,1,0,1,21,4,4,80,1,10,5,2,10,9,5,8,3,2,0,1,959.0,0.7272727272727273,7406,14812,11109.0,33327.0,0.34081884609466656,Low Risk
45,0,2,561,2,2,3,4,1,606,4,1,61,3,2,7,2,1,4805,16177,0,0,0,19,3,2,80,1,9,3,4,8,7,3,7,3,1,0,0,-1426.0,0.7777777777777778,4805,9610,7207.5,21622.5,0.07764792982421014,Low Risk
26,1,1,426,0,17,4,1,1,608,2,0,58,3,1,1,3,0,2741,22808,0,0,1,11,3,2,80,1,8,2,2,7,7,1,0,3,3,0,1,-352.0,0.0,2741,5482,4111.5,12334.5,0.5714467842992694,Medium Risk
29,0,2,232,1,19,3,5,1,611,4,1,34,3,2,4,4,0,4262,22645,4,0,0,12,3,2,80,2,8,2,4,3,2,1,2,2,1,0,0,-2185.0,0.5,4262,8524,6393.0,19179.0,0.40095129747575675,Medium Risk
33,0,2,922,1,1,5,3,1,612,1,0,95,4,4,5,3,0,16184,22578,4,0,0,19,3,3,80,1,10,2,3,6,1,0,5,3,0,0,0,-326.0,0.7142857142857143,16184,32368,24276.0,72828.0,0.14662843616097102,Low Risk
31,0,2,688,2,7,3,1,1,613,3,1,44,2,3,3,4,0,11557,25291,9,0,0,21,4,3,80,1,10,3,2,5,4,0,1,2,0,0,0,-5897.5,0.1666666666666666,11557,23114,17335.5,52006.5,0.3425226446982584,Low Risk
18,1,1,1306,2,5,3,2,1,614,2,1,69,3,1,8,2,2,1878,8059,1,0,1,14,3,4,80,0,0,3,3,0,0,0,0,4,3,1,1,-701.0,0.0,1878,3756,2817.0,8451.0,0.8294049872591968,High Risk
40,0,0,1094,2,28,3,4,1,615,3,1,58,1,3,7,1,0,10932,11373,3,0,0,15,3,3,80,1,20,2,3,1,0,0,1,0,0,1,0,4701.0,0.5,10932,21864,16398.0,49194.0,0.4712638514229358,Medium Risk
41,0,0,509,1,2,4,4,1,616,1,0,62,2,2,0,3,2,6811,2112,2,0,1,17,3,1,80,0,10,3,3,8,7,0,7,3,2,0,1,0.0,0.7777777777777778,6811,13622,10216.5,30649.5,0.2193945173228922,Low Risk
26,0,2,775,2,29,2,3,1,618,1,1,45,3,2,7,3,0,4306,4267,5,0,0,12,3,1,80,2,8,5,3,0,0,0,0,4,1,1,0,-1925.0,0.0,4306,8612,6459.0,19377.0,0.7219705582836768,High Risk
35,0,2,195,2,1,3,3,1,620,1,0,80,3,2,7,3,2,4859,6698,1,0,0,16,3,4,80,0,5,3,3,5,4,0,3,2,1,0,0,-1372.0,0.5,4859,9718,7288.5,21865.5,0.3635699131664351,Low Risk
34,0,2,258,2,21,4,1,1,621,4,1,74,4,2,7,4,2,5337,19921,1,0,0,12,3,4,80,0,10,3,3,10,7,5,7,3,1,0,0,-894.0,0.6363636363636364,5337,10674,8005.5,24016.5,0.32167366411161147,Low Risk
26,1,2,471,1,24,3,5,1,622,3,1,66,1,1,2,4,2,2340,23213,1,0,1,18,3,2,80,0,1,3,1,1,0,0,0,0,3,1,1,-546.0,0.0,2340,4680,3510.0,10530.0,0.8788494708986577,High Risk
37,0,2,799,1,1,3,5,1,623,2,0,59,3,3,4,4,2,7491,23848,4,0,0,17,3,4,80,0,12,3,4,6,5,1,2,3,2,0,0,1044.0,0.2857142857142857,7491,14982,11236.5,33709.5,0.2965959430797388,Low Risk
46,0,1,1034,1,18,1,3,1,624,1,0,86,3,3,0,3,1,10527,8984,5,0,0,11,3,4,80,0,28,3,2,2,2,1,2,0,0,0,0,3716.0,0.6666666666666666,10527,21054,15790.5,47371.5,0.1861893864783358,Low Risk
41,0,2,1276,2,2,5,1,1,625,2,0,91,3,4,3,1,1,16595,5626,7,0,0,16,3,2,80,1,22,2,3,18,16,11,8,1,0,0,0,-859.5,0.4210526315789473,16595,33190,24892.5,74677.5,0.32615835438723767,Low Risk
